Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Henry Frank Schneider,Columbus Barracks (Ohio),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; photographs; letters (correspondence);,,38.86168,-99.3423,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Henry Frank Schneider,Camp Dodge (Iowa),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/7267333/,41.70298,-93.7185,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Henry Frank Schneider,Brest (France),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Henry Frank Schneider,Gièvres (France),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3016085/,47.27847,1.66943,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Henry Frank Schneider,Le Mans (France),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3003603/,48.0021,0.20251,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Henry Frank Schneider,Saint-Nazaire (France),wwi_service_records_b3_f543,"Schneider, Henry Frank",Henry Frank Schneider file,"File documenting the participation of Henry Frank Schneider in World War I. Schneider enlisted on July 28, 1917, and first served at Columbus Barracks, Ohio, for training. He joined the Cooks and Bakers School at Fort Riley, Kansas on August 17, 1918. He transferred to Camp Dodge, Iowa, to join the Quartermaster Corps' Fort Riley Bakery Co. 331 on August 28, 1918. He was sent overseas on October 11, 1918, with the Bakery Co. 370. He was stationed at the Pontanezen Barracks in Brest, France, Gievres, France, and Le Mans, France. He joined Baker Co. 317 on June 25, 1919, and was stationed in St. Nazaire, France. He returned to the States on June 25, 1919, and was discharged July 15, 1919. File includes a survey, photo, and newspaper clipping.",United States. War Dept. Quartermaster Corps,https://id.loc.gov/authorities/names/no2008014894,"Schneider, Henry Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2977921/,47.27506,-2.2179,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6752,6752
Roy Schofield,Fort Riley (Kan.),wwi_service_records_b3_f544,"Schofield, Roy",Roy Schofield file,"File documenting the participation of Roy Schofield in World War I. Schofield enlisted on May 29, 1917, and was stationed at Fort Riley, Kansas, in the Medical Department. He joined Field Hospital no. 18 on July 25, 1917. On August 28, 1917, he joined Provisional Field Hospital no. 4 at Camp Lewis, Washington. He joined Field Hospital no. 361 on October 14, 1917, and was sent overseas on July 12, 1918. He participated in the Battle of St. Mihiel, the Meuse-Argonne Offensive, and the Battle of Lys. On October 25, 1918, he was stationed in Ypers, Belgium. Schofield returned to the States on April 20, 1919, and was discharged on May 7, 1919. File includes a survey, photos, letters, and newspaper clippings. Description supplemented by information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Field Hospital, 18th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Schofield, Roy; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Lys, Battle of the, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85079182; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,questionnaires; photographs; letters (correspondence); newspaper clippings;,https://www.geonames.org/7267489/,39.05833,-96.8216,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7017,7017
Roy Schofield,Fort Lewis (Wash.),wwi_service_records_b3_f544,"Schofield, Roy",Roy Schofield file,"File documenting the participation of Roy Schofield in World War I. Schofield enlisted on May 29, 1917, and was stationed at Fort Riley, Kansas, in the Medical Department. He joined Field Hospital no. 18 on July 25, 1917. On August 28, 1917, he joined Provisional Field Hospital no. 4 at Camp Lewis, Washington. He joined Field Hospital no. 361 on October 14, 1917, and was sent overseas on July 12, 1918. He participated in the Battle of St. Mihiel, the Meuse-Argonne Offensive, and the Battle of Lys. On October 25, 1918, he was stationed in Ypers, Belgium. Schofield returned to the States on April 20, 1919, and was discharged on May 7, 1919. File includes a survey, photos, letters, and newspaper clippings. Description supplemented by information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Field Hospital, 18th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Schofield, Roy; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Lys, Battle of the, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85079182; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/7267481/,47.06171,-122.583,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7017,7017
Roy Schofield,Saint-Mihiel (France),wwi_service_records_b3_f544,"Schofield, Roy",Roy Schofield file,"File documenting the participation of Roy Schofield in World War I. Schofield enlisted on May 29, 1917, and was stationed at Fort Riley, Kansas, in the Medical Department. He joined Field Hospital no. 18 on July 25, 1917. On August 28, 1917, he joined Provisional Field Hospital no. 4 at Camp Lewis, Washington. He joined Field Hospital no. 361 on October 14, 1917, and was sent overseas on July 12, 1918. He participated in the Battle of St. Mihiel, the Meuse-Argonne Offensive, and the Battle of Lys. On October 25, 1918, he was stationed in Ypers, Belgium. Schofield returned to the States on April 20, 1919, and was discharged on May 7, 1919. File includes a survey, photos, letters, and newspaper clippings. Description supplemented by information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Field Hospital, 18th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Schofield, Roy; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Lys, Battle of the, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85079182; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2977948/,48.88746,5.55099,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7017,7017
Roy Schofield,Meuse (France),wwi_service_records_b3_f544,"Schofield, Roy",Roy Schofield file,"File documenting the participation of Roy Schofield in World War I. Schofield enlisted on May 29, 1917, and was stationed at Fort Riley, Kansas, in the Medical Department. He joined Field Hospital no. 18 on July 25, 1917. On August 28, 1917, he joined Provisional Field Hospital no. 4 at Camp Lewis, Washington. He joined Field Hospital no. 361 on October 14, 1917, and was sent overseas on July 12, 1918. He participated in the Battle of St. Mihiel, the Meuse-Argonne Offensive, and the Battle of Lys. On October 25, 1918, he was stationed in Ypers, Belgium. Schofield returned to the States on April 20, 1919, and was discharged on May 7, 1919. File includes a survey, photos, letters, and newspaper clippings. Description supplemented by information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Field Hospital, 18th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Schofield, Roy; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Argonne, Battle of the, France, 1918; Lys, Battle of the, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85079182; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2994106/,48.97176,5.36371,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7017,7017
